"day_category","avg_price","avg_demand","count","time","diff"
"weekend","12.19621453193016","0.28783138965734956","3168","1751867984950","1"
"weekday","12.450189028365779","0.32200873787183876","8306","1751867984950","1"
"weekend","12.19621453193016","0.28783138965734956","3168","1751867986680","-1"
"weekday","12.450189028365779","0.32200873787183876","8306","1751867986680","-1"
"weekend","12.188247821325028","0.2867188157673112","3204","1751867986680","1"
"weekday","12.422444796322031","0.31824919829274073","8498","1751867986680","1"
"weekend","12.188247821325028","0.2867188157673112","3204","1751867989770","-1"
"weekday","12.422444796322031","0.31824919829274073","8498","1751867989770","-1"
"weekend","12.179990354119731","0.28546862719526234","3309","1751867989770","1"
"weekday","12.415014402632746","0.3171667375779202","8730","1751867989770","1"
"weekday","12.415014402632746","0.3171667375779202","8730","1751867992180","-1"
"weekend","12.179990354119731","0.28546862719526234","3309","1751867992180","-1"
"weekend","12.161580413178433","0.2829060901075219","3405","1751867992180","1"
"weekday","12.422192698092296","0.31816967578562494","8964","1751867992180","1"
"weekday","12.422192698092296","0.31816967578562494","8964","1751867993870","-1"
"weekend","12.161580413178433","0.2829060901075219","3405","1751867993870","-1"
"weekend","12.1546250558168","0.28191282889699965","3456","1751867993870","1"
"weekday","12.429279448171492","0.3191364282181078","9134","1751867993870","1"
"weekday","12.429279448171492","0.3191364282181078","9134","1751867996148","-1"
"weekend","12.1546250558168","0.28191282889699965","3456","1751867996148","-1"
"weekend","12.151442661447977","0.2814071512084892","3528","1751867996148","1"
"weekday","12.444348441473508","0.3212514312376768","9384","1751867996148","1"
"weekday","12.444348441473508","0.3212514312376768","9384","1751867997974","-1"
"weekend","12.151442661447977","0.2814071512084892","3528","1751867997974","-1"
"weekend","12.151429317024323","0.2813444398880421","3600","1751867997974","1"
"weekday","12.44565335753221","0.3213732622756677","9554","1751867997974","1"
"weekend","12.151429317024323","0.2813444398880421","3600","1751868000390","-1"
"weekday","12.44565335753221","0.3213732622756677","9554","1751868000390","-1"
"weekend","12.139760604262742","0.27971067719858916","3672","1751868000390","1"
"weekday","12.429925261857287","0.3191775933930022","9734","1751868000390","1"
"weekend","12.139760604262742","0.27971067719858916","3672","1751868005238","-1"
"weekday","12.429925261857287","0.3191775933930022","9734","1751868005238","-1"
"weekend","12.11540028670693","0.27632523710706464","3816","1751868005238","1"
"weekday","12.412164394362797","0.31669520526251366","10077","1751868005238","1"
"weekend","12.11540028670693","0.27632523710706464","3816","1751868007592","-1"
"weekday","12.412164394362797","0.31669520526251366","10077","1751868007592","-1"
"weekend","12.1060322471316","0.27500492054678105","3888","1751868007592","1"
"weekday","12.399345541192558","0.3149063114901251","10352","1751868007592","1"
"weekend","12.1060322471316","0.27500492054678105","3888","1751868009558","-1"
"weekday","12.399345541192558","0.3149063114901251","10352","1751868009558","-1"
"weekend","12.096170451974247","0.2736186535726041","3960","1751868009558","1"
"weekday","12.390818618735445","0.31368761636726217","10522","1751868009558","1"
"weekend","12.096170451974247","0.2736186535726041","3960","1751868011494","-1"
"weekday","12.390818618735445","0.31368761636726217","10522","1751868011494","-1"
"weekday","12.38433458779984","0.31274024104035636","10688","1751868011494","1"
"weekend","12.103791957918228","0.27460600528320234","4036","1751868011494","1"
"weekend","12.103791957918228","0.27460600528320234","4036","1751868014396","-1"
"weekday","12.38433458779984","0.31274024104035636","10688","1751868014396","-1"
"weekday","12.381288464125","0.3122773039065517","10901","1751868014396","1"
"weekend","12.11102169421297","0.27551914238253616","4140","1751868014396","1"
"weekend","12.11102169421297","0.27551914238253616","4140","1751868017244","-1"
"weekday","12.381288464125","0.3122773039065517","10901","1751868017244","-1"
"weekday","12.377914648187403","0.3117620706695785","11182","1751868017244","1"
"weekend","12.125566797423353","0.27750344914310693","4248","1751868017244","1"
"weekend","12.125566797423353","0.27750344914310693","4248","1751868019800","-1"
"weekday","12.377914648187403","0.3117620706695785","11182","1751868019800","-1"
"weekday","12.37178756529546","0.3108673853050149","11470","1751868019800","1"
"weekend","12.134875831684807","0.27876010861261924","4320","1751868019800","1"
"weekend","12.134875831684807","0.27876010861261924","4320","1751868022348","-1"
"weekday","12.37178756529546","0.3108673853050149","11470","1751868022348","-1"
"weekend","12.122526691446053","0.2770147816361832","4428","1751868022348","1"
"weekday","12.355148272645684","0.308555687525887","11717","1751868022348","1"
"weekend","12.122526691446053","0.2770147816361832","4428","1751868024902","-1"
"weekday","12.355148272645684","0.308555687525887","11717","1751868024902","-1"
"weekend","12.115977203704183","0.2760870167308448","4504","1751868024902","1"
"weekday","12.34726658904697","0.30747201604467594","11910","1751868024902","1"
"weekend","12.115977203704183","0.2760870167308448","4504","1751868027202","-1"
"weekday","12.34726658904697","0.30747201604467594","11910","1751868027202","-1"
"weekend","12.107749650800429","0.2749205273749212","4606","1751868027202","1"
"weekday","12.338500098137478","0.3062702339012559","12090","1751868027202","1"
"weekend","12.107749650800429","0.2749205273749212","4606","1751868030362","-1"
"weekday","12.338500098137478","0.3062702339012559","12090","1751868030362","-1"
"weekday","12.323063729839582","0.30411085415143085","12455","1751868030362","1"
"weekend","12.108623368368725","0.274978017823147","4716","1751868030362","1"
"weekday","12.323063729839582","0.30411085415143085","12455","1751868033358","-1"
"weekend","12.108623368368725","0.274978017823147","4716","1751868033358","-1"
"weekend","12.098754519093438","0.2735634250179951","4851","1751868033358","1"
"weekday","12.328595433874117","0.304847863891539","12772","1751868033358","1"
"weekday","12.328595433874117","0.304847863891539","12772","1751868035996","-1"
"weekend","12.098754519093438","0.2735634250179951","4851","1751868035996","-1"
"weekend","12.09539286793881","0.2730668281908544","4932","1751868035996","1"
"weekday","12.33280577012195","0.30541275848045235","12956","1751868035996","1"
"weekday","12.33280577012195","0.30541275848045235","12956","1751868038228","-1"
"weekend","12.09539286793881","0.2730668281908544","4932","1751868038228","-1"
"weekday","12.34265542927043","0.3067790047614637","13222","1751868038228","1"
"weekend","12.0974246252072","0.27333913437076496","4968","1751868038228","1"
"weekday","12.34265542927043","0.3067790047614637","13222","1751868040822","-1"
"weekend","12.0974246252072","0.27333913437076496","4968","1751868040822","-1"
"weekday","12.343605052767368","0.3068762232172422","13328","1751868040822","1"
"weekend","12.099534781261575","0.27359231745448953","5040","1751868040822","1"
